gene_sym,binding_sites
KCNJ14,15
KCNJ15,20
KCNJ16,15
KCNJ18,2
KCNJ2,62
KCNJ3,63
KCNJ4,7
KCNJ5,7
KCNJ5-AS1,8
KCNJ6,35
KCNJ8,4
KCNJ9,1
KCNK1,24
KCNK10,58
KCNK12,2
KCNK13,8
KCNK15,8
KCNK16,1
KCNK17,6
KCNK2,53
KCNK3,18
KCNK4,4
KCNK5,9
KCNK6,9
KCNK9,45
KCNMA1,71
KCNMB1,7
KCNMB2,40
KCNMB3,7
KCNMB4,12
KCNN1,1
KCNN2,8
KCNN3,80
KCNN4,19
KCNQ1,5
KCNQ2,29
KCNQ3,67
KCNQ4,31
KCNQ5,65
KCNRG,17
KCNS1,19
KCNS2,8
KCNS3,23
KCNT1,3
KCNT2,40
KCNU1,2
KCNV1,34
KCNV2,1
KCP,3
KCTD1,26
KCTD10,24
KCTD11,4
KCTD12,40
KCTD13,7
KCTD14,13
KCTD15,29
KCTD16,31
KCTD17,14
KCTD18,21
KCTD2,9
KCTD20,26
KCTD21,29
KCTD3,15
KCTD4,23
KCTD5,22
KCTD6,18
KCTD7,15
KCTD8,37
KCTD9,43
KDELR1,20
KDELR2,26
KDELR3,17
KDF1,5
KDM1A,7
KDM1B,23
KDM2A,82
KDM2B,49
KDM3A,37
KDM3B,51
KDM4A,34
KDM4B,12
KDM4C,36
KDM4D,6
KDM4E,8
KDM5A,65
KDM5B,62
KDM5C,28
KDM5D,12
KDM6A,68
KDM6B,20
KDM7A,145
KDM8,2
KDR,19
KDSR,45
KEAP1,3
KEL,1
KERA,14
KHDC1,5
KHDC1L,2
KHDC3L,2
KHDC4,31
KHDRBS1,49
KHDRBS2,51
KHDRBS3,32
KHK,3
KHNYN,17
KHSRP,24
KIAA0040,21
KIAA0100,7
KIAA0232,56
KIAA0319,15
KIAA0319L,12
KIAA0408,69
KIAA0513,50
KIAA0586,16
KIAA0753,13
KIAA0825,23
KIAA0895,22
KIAA0895L,7
KIAA0930,45
KIAA1109,30
KIAA1143,29
KIAA1191,29
KIAA1210,28
KIAA1217,62
KIAA1328,22
KIAA1522,37
KIAA1549,70
KIAA1549L,71
KIAA1586,21
KIAA1614,3
KIAA1671,29
KIAA1755,3
KIAA1958,33
KIAA2013,19
KIAA2026,41
KICS2,27
KIDINS220,19
KIF11,24
KIF12,2
KIF13A,82
KIF13B,16
KIF14,21
KIF15,1
KIF16B,33
KIF17,7
KIF18A,13
KIF18B,14
KIF19,6
KIF1A,10
KIF1B,69
KIF1C,16
KIF20A,16
KIF20B,28
KIF21A,58
KIF21B,69
KIF23,37
KIF24,17
KIF26A,18
KIF26B,36
KIF27,3
KIF2A,60
KIF2B,4
KIF2C,2
KIF3A,61
KIF3B,61
KIF3C,22
KIF4A,10
KIF4B,4
KIF5A,21
KIF5B,66
KIF5C,44
KIF6,5
KIF7,9
KIF9,2
KIFAP3,4
KIFBP,6
KIFC1,3
KIFC3,6
KIN,28
KIR2DL1,4
KIR2DL3,4
KIR2DL4,5
KIR2DS4,1
KIR3DL1,4
KIR3DL2,2
KIR3DL3,4
KIRREL1,38
KIRREL2,8
KIRREL3,11
KISS1R,3
KIT,21
KITLG,58
KL,46
KLB,14
KLC1,13
KLC2,14
KLC4,18
KLF1,2
KLF10,47
KLF11,38
KLF12,125
KLF13,25
KLF14,11
KLF15,25
KLF16,6
KLF17,7
KLF2,24
KLF3,80
KLF4,82
KLF5,55
KLF6,88
KLF7,114
KLF8,78
KLF9,67
KLHDC1,32
KLHDC10,44
KLHDC2,10
KLHDC3,8
KLHDC7A,11
KLHDC7B,2
KLHDC8A,24
KLHDC8B,12
KLHDC9,4
KLHL1,20
KLHL11,42
KLHL12,16
KLHL13,40
KLHL14,56
KLHL15,87
KLHL17,2
KLHL18,34
KLHL2,74
KLHL20,27
KLHL21,9
KLHL23,28
KLHL24,66
KLHL25,4
KLHL26,3
KLHL28,83
KLHL29,71
KLHL3,22
KLHL30,5
KLHL31,47
KLHL32,22
KLHL34,9
KLHL35,2
KLHL36,12
KLHL4,30
KLHL40,1
KLHL41,6
KLHL42,45
KLHL5,45
KLHL6,17
KLHL7,32
KLHL8,25
KLHL9,35
KLK10,13
KLK11,1
KLK12,7
KLK13,3
KLK15,8
KLK2,3
KLK3,4
KLK4,38
KLK5,12
KLK6,4
KLK7,8
KLK8,3
KLK9,5
KLKB1,2
KLLN,19
KLRC1,10
KLRC2,10
KLRC3,6
KLRC4,5
KLRD1,25
KLRF1,11
KLRG1,15
KLRK1,7
KMO,17
KMT2A,106
KMT2B,17
KMT2C,84
KMT2D,47
KMT2E,39
KMT5A,29
KMT5B,96
KMT5C,15
KNCN,8
KNDC1,3
KNG1,12
KNL1,5
KNOP1,12
KNSTRN,14
KNTC1,10
KPNA1,92
KPNA2,31
KPNA3,90
KPNA4,110
KPNA5,7
KPNA6,67
KPNA7,4
KPNB1,35
KPRP,11
KPTN,1
KRAS,108
KRBA1,8
KRBA2,5
KRBOX1,5
KRBOX4,34
KRBOX5,15
KRCC1,13
KREMEN1,30
KREMEN2,1
KRI1,1
KRIT1,38
KRR1,20
KRT1,8
KRT10,9
KRT10-AS1,20
KRT12,8
KRT13,2
KRT14,4
KRT15,3
KRT16,1
KRT17,1
KRT19,3
KRT2,5
KRT20,9
KRT222,17
KRT23,7
KRT24,4
KRT25,2
KRT26,7
KRT27,2
KRT28,20
KRT3,3
KRT31,6
KRT32,9
KRT33B,5
KRT34,6
KRT35,2
KRT36,2
KRT37,4
KRT38,6
KRT39,3
KRT4,8
KRT40,11
KRT5,4
KRT6A,6
KRT6B,5
KRT6C,9
KRT71,2
KRT72,6
KRT73,10
KRT74,8
KRT75,13
KRT76,9
KRT77,3
KRT78,8
KRT8,3
KRT80,11
KRT81,3
KRT82,3
KRT84,1
KRT85,8
KRT86,1
KRT9,2
KRTAP1-1,3
KRTAP1-3,8
KRTAP1-5,9
KRTAP10-10,1
KRTAP10-11,1
KRTAP10-4,1
KRTAP10-5,2
KRTAP10-7,2
KRTAP11-1,11
KRTAP13-1,6
KRTAP13-2,1
KRTAP17-1,6
KRTAP19-3,4
KRTAP19-6,5
KRTAP2-1,2
KRTAP2-2,2
KRTAP2-3,8
KRTAP2-4,7
KRTAP20-3,4
KRTAP22-2,4
KRTAP24-1,12
KRTAP26-1,13
KRTAP3-1,10
KRTAP3-2,8
KRTAP3-3,2
KRTAP4-1,7
KRTAP4-11,18
KRTAP4-12,6
KRTAP4-2,7
KRTAP4-3,6
KRTAP4-4,8
KRTAP4-5,6
KRTAP4-6,12
KRTAP4-7,9
KRTAP4-8,14
KRTAP4-9,10
KRTAP5-10,8
KRTAP5-11,4
KRTAP5-2,4
KRTAP5-5,2
KRTAP5-6,2
KRTAP5-7,2
KRTAP5-9,1
KRTAP6-3,2
KRTAP7-1,5
KRTAP8-1,5
KRTAP9-2,10
KRTAP9-3,10
KRTAP9-4,6
KRTAP9-8,10
KRTAP9-9,13
KRTCAP3,4
KRTDAP,2
KSR1,19
KSR2,112
KTI12,8
KTN1,11
KXD1,11
KY,18
KYAT1,3
KYAT3,4
KYNU,7
L1CAM,19
L1TD1,4
L2HGDH,29
L3HYPDH,16
L3MBTL1,12
L3MBTL2,8
L3MBTL3,46
L3MBTL4,10
LACC1,33
LACTB,50
LACTB2,26
LAD1,4
LAGE3,5
LAIR1,10
LALBA,8
LAMA1,15
LAMA2,6
LAMA3,30
LAMA4,20
LAMA5,3
LAMB1,5
LAMB3,4
LAMB4,15
LAMC1,75
LAMC2,14
LAMC3,2
LAMP1,15
LAMP2,68
LAMP3,26
LAMP5,23
LAMTOR1,10
LAMTOR3,35
LAMTOR4,1
LAMTOR5,4
LANCL1,41
LANCL2,19
LANCL3,18
LAP3,5
LAPTM4A,26
LAPTM4B,6
LAPTM5,17
LARGE1,27
LARGE2,9
LARP1,71
LARP1B,35
LARP4,99
LARP4B,36
LARP6,11
LARP7,13
LARS1,22
LARS2,4
LAS1L,2
LASP1,63
LAT,1
LAT2,6
LATS1,87
LATS2,73
LAX1,4
LAYN,11
LBH,43
LBHD1,1
LBP,3
LBR,35
LBX1,2
LBX2,5
LCA5,22
LCE1A,4
LCE1B,7
LCE1C,2
LCE1E,5
LCE1F,1
LCE2A,3
LCE2B,5
LCE2C,9
LCE2D,4
LCE3D,1
LCE3E,2
LCE5A,3
LCE6A,2
LCK,5
LCLAT1,55
LCMT1,1
LCMT2,9
LCN1,4
LCN10,4
LCN15,1
LCN2,1
LCNL1,2
LCOR,126
LCORL,74
LCP1,24
LCP2,16
LCT,9
LCTL,23
LDAF1,13
LDAH,20
LDB1,20
LDB2,30
LDB3,27
LDHA,17
LDHAL6A,3
LDHAL6B,6
LDHB,6
LDHC,2
LDHD,3
LDLR,41
LDLRAD1,6
LDLRAD2,17
LDLRAD3,35
LDLRAD4,47
LDLRAP1,42
LDOC1,9
LEAP2,3
LECT2,3
LEF1,40
LEFTY1,9
LEFTY2,11
LEKR1,13
LELP1,2
LEMD2,6
LEMD3,56
LENEP,7
LENG8,40
LENG9,3
LEO1,3
LEP,10
LEPR,33
LEPROT,42
LEPROTL1,44
LETM1,8
LETM2,23
LETMD1,5
LEXM,8
LFNG,15
LGALS12,1
LGALS13,1
LGALS14,1
LGALS3,3
LGALS3BP,3
LGALS8,15
LGALSL,60
LGI1,28
LGI2,27
LGI3,2
LGMN,1
LGR4,32
LGR5,29
LGR6,6
LGSN,25
LHCGR,11
LHFPL1,18
LHFPL2,50
LHFPL3,39
LHFPL4,16
LHFPL5,17
LHFPL6,32
LHPP,29
LHX1,33
LHX2,30
LHX3,4
LHX4,1
LHX5,1
LHX6,64
LHX8,42
LHX9,25
LIAS,15
LIF,19
LIFR,65
LIG3,8
LIG4,17
LILRA1,37
LILRA2,5
LILRA4,4
LILRA5,7
LILRB1,4
LILRB2,7
LILRB3,3
LILRB4,15
LILRB5,3
LIM2,3
LIMA1,31
LIMCH1,58
LIMD1,22
LIMD2,29
LIMK1,26
LIMK2,13
LIMS1,37
LIMS2,6
LIMS3,5
LIMS4,5
LIN28A,39
LIN28B,103
LIN52,13
LIN54,70
LIN7A,69
LIN7C,69
LIN9,56
LINC00452,1
LINC01517,14
LINC02688,1
LINC02693,15
LINC02694,11
LINC02801,11
LINC02873,12
LINC02874,3
LINC02881,1
LINC02897,6
LINC02898,8
LINC02901,3
LINC02902,2
LINC02907,6
LINC02908,3
LINC02909,5
LINC02914,3
LINC02953,6
LINGO1,32
LINGO2,29
LINGO3,3
LINGO4,2
LIPA,29
LIPF,4
LIPG,15
LIPH,18
LIPI,6
LIPT2,19
LIPT2-AS1,8
LITAF,21
LIX1,19
LIX1L,34
LLCFC1,7
LLGL1,4
LLGL2,14
LLPH,4
LMAN1,34
LMAN2,4
LMAN2L,19
LMBR1,36
LMBR1L,19
LMBRD1,12
LMBRD2,20
LMCD1,24
LMF1,1
LMF2,3
LMLN,56
LMNA,14
LMNB1,19
LMNB2,4
LMNTD1,15
LMNTD2,3
LMO1,11
LMO2,8
LMO3,42
LMO4,38
LMO7,33
LMO7DN,12
LMOD1,22
LMOD2,7
LMOD3,2
LMTK2,28
LMTK3,7
LMX1A,48
LMX1B,12
LNP1,2
LNPEP,13
LNPK,40
LNX1,11
LNX2,37
LONP2,6
LONRF1,31
LONRF2,28
LONRF3,36
LORICRIN,1
LOX,58
LOXHD1,8
LOXL1,8
LOXL2,15
LOXL3,26
LOXL4,13
LPA,5
LPAR1,36
LPAR2,2
LPAR3,7
LPAR4,24
LPAR5,10
LPAR6,13
LPCAT1,19
LPCAT2,41
LPCAT3,20
LPCAT4,4
LPGAT1,107
LPIN1,16
LPIN2,22
LPIN3,8
LPL,18
LPO,4
LPP,181
LPXN,11
LRAT,49
LRATD1,40
LRATD2,52
LRBA,38
LRCH1,57
LRCH2,64
LRCH3,4
LRCH4,19
LRCOL1,1
LRFN1,6
LRFN2,10
LRFN3,7
LRFN4,7
LRFN5,10
LRG1,3
LRGUK,6
LRIF1,14
LRIG1,63
LRIG2,33
LRIG3,35
LRIT1,8
LRIT2,9
LRIT3,12
LRP1,24
LRP10,10
LRP11,20
LRP12,67
LRP1B,68
LRP2,77
LRP2BP,38
LRP3,12
LRP4,33
LRP5,4
LRP5L,5
LRP6,108
LRP8,86
LRPAP1,29
LRPPRC,13
LRR1,11
LRRC1,44
LRRC10,9
LRRC10B,14
LRRC14,1
LRRC15,19
LRRC17,17
LRRC18,10
LRRC19,30
LRRC2,22
LRRC20,14
LRRC23,1
LRRC25,8
LRRC27,19
LRRC28,31
LRRC3,10
LRRC31,23
LRRC32,21
LRRC34,8
LRRC36,1
LRRC37B,6
LRRC38,4
LRRC39,19
LRRC3B,17
LRRC4,32
LRRC40,20
LRRC41,17
LRRC42,6
LRRC46,2
LRRC47,10
LRRC49,5
LRRC4B,21
LRRC4C,17
LRRC51,25
LRRC55,19
LRRC56,1
LRRC57,14
LRRC58,54
LRRC59,38
LRRC61,1
LRRC66,7
LRRC69,2
LRRC7,49
LRRC70,4
LRRC73,3
LRRC74B,9
LRRC75A,10
LRRC75B,1
LRRC8A,20
LRRC8B,48
LRRC8C,40
LRRC8D,18
LRRC8E,6
LRRCC1,17
LRRFIP1,27
LRRFIP2,14
LRRIQ1,3
LRRIQ3,10
LRRIQ4,4
LRRK1,18
LRRK2,25
LRRN1,57
LRRN2,9
LRRN3,25
LRRN4,1
LRRN4CL,6
LRRTM1,23
LRRTM2,74
LRRTM3,88
LRRTM4,37
LRSAM1,3
LRTM1,2
LRTM2,13
LRTOMT,10
LSAMP,101
LSG1,5
LSM1,7
LSM10,4
LSM11,50
LSM12,57
LSM14A,59
LSM14B,7
LSM2,7
LSM3,6
LSM4,5
LSM5,13
LSM6,10
LSM7,1
LSM8,72
LSMEM1,12
LSMEM2,11
LSP1,1
LSR,1
LSS,7
LTA,9
LTA4H,6
LTB,2
LTB4R,3
LTB4R2,1
LTBP1,47
LTBP2,16
LTBP3,6
LTBP4,1
LTBR,4
LTF,3
LTN1,37
LTO1,3
LTV1,9
LUC7L,6
LUC7L2,36
LUC7L3,40
LUM,15
LURAP1,15
LURAP1L,38
LUZP1,74
LUZP2,16
LUZP4,6
LVRN,34
LXN,9
LY6D,5
LY6E,3
LY6G5B,2
LY6G5C,6
LY6G6C,11
LY6H,1
LY6K,7
LY75,32
LY75-CD302,26
LY9,7
LYAR,4
LYG2,1
LYL1,1
LYN,52
LYNX1,5
LYNX1-SLURP2,1
LYPD1,11
LYPD3,9
LYPD5,4
LYPD6,35
LYPD6B,5
LYPD8,2
LYPLA1,38
LYPLA2,12
LYPLAL1,18
LYRM1,20
LYRM2,13
LYRM4,12
LYRM7,43
LYRM9,8
LYSMD1,14
LYSMD2,18
LYSMD3,53
LYSMD4,12
LYST,54
LYVE1,17
LYZ,10
LYZL1,10
LYZL2,9
LYZL4,2
LYZL6,5
LZIC,30
LZTFL1,26
LZTR1,8
LZTS1,41
LZTS2,11
LZTS3,53
M1AP,8
M6PR,32
MAB21L1,50
MAB21L2,28
MAB21L3,6
MAB21L4,2
MACC1,34
MACF1,33
MACIR,58
MACO1,42
MACROD2,26
MACROH2A1,17
MACROH2A2,12
MAD1L1,1
MAD2L1,8
MAD2L1BP,3
MAD2L2,3
MADCAM1,4
MADD,5
MAEA,19
MAEL,8
MAF,48
MAF1,5
MAFA,6
MAFB,46
MAFF,17
MAFG,44
MAFK,13
MAG,7
MAGEA1,5
MAGEA10,9
MAGEA11,6
MAGEA12,8
MAGEA2,7
MAGEA2B,7
MAGEA3,5
MAGEA4,6
MAGEA5P,7
MAGEA6,6
MAGEA8,6
MAGEA9,3
MAGEA9B,1
MAGEB1,6
MAGEB16,4
MAGEB18,10
MAGEB2,7
MAGEB3,7
MAGEB4,10
MAGEB5,1
MAGEB6,15
MAGEC1,3
MAGEC2,8
MAGED1,6
MAGED2,3
MAGED4,3
MAGED4B,3
MAGEE1,11
MAGEE2,8
MAGEF1,3
MAGEH1,7
MAGEL2,8
MAGI1,73
MAGI2,40
MAGI3,82
MAGIX,3
MAGOH,5
MAGOHB,23
MAGT1,40
MAIP1,7
MAJIN,4
MAK,15
MAK16,24
MAL,4
MAL2,31
MALL,8
MALRD1,8
MALT1,26
MAMDC2,39
MAML1,44
MAML2,18
MAML3,27
MAMLD1,16
MAMSTR,9
MAN1A1,56
MAN1A2,50
MAN1B1,3
MAN1C1,25
MAN2A1,62
MAN2A2,29
MAN2B1,1
MAN2B2,10
MAN2C1,1
MANBA,9
MANBAL,7
MANEA,43
MANEAL,11
MANSC1,7
MAOA,10
MAOB,11
MAP10,27
MAP1A,46
MAP1B,104
MAP1LC3A,3
MAP1LC3B,19
MAP1LC3B2,3
MAP2,101
MAP2K1,45
MAP2K3,17
MAP2K4,57
MAP2K5,4
MAP2K6,14
MAP2K7,7
MAP3K1,85
MAP3K10,9
MAP3K11,16
MAP3K12,20
MAP3K13,62
MAP3K14,26
MAP3K15,5
MAP3K19,17
MAP3K2,184
MAP3K20,108
MAP3K21,23
MAP3K3,25
MAP3K4,31
MAP3K5,33
MAP3K6,1
MAP3K7,47
MAP3K7CL,21
MAP3K8,41
MAP3K9,93
MAP4,46
MAP4K1,4
MAP4K2,8
MAP4K3,79
MAP4K4,68
MAP4K5,48
MAP6,30
MAP6D1,12
MAP7,70
MAP7D1,17
MAP7D2,17
MAP7D3,27
MAP9,41
MAPK1,94
MAPK10,66
MAPK11,1
MAPK12,4
MAPK13,17
MAPK14,40
MAPK1IP1L,40
MAPK3,8
MAPK4,32
MAPK6,98
MAPK7,9
MAPK8,125
MAPK8IP1,11
MAPK8IP2,5
MAPK8IP3,24
MAPK9,71
MAPKAP1,16
MAPKAPK2,26
MAPKAPK3,13
MAPKAPK5,14
MAPKBP1,27
MAPRE1,63
MAPRE2,37
MAPRE3,16
MAPT,17
MARCHF1,27
MARCHF10,3
MARCHF11,10
MARCHF2,9
MARCHF3,19
MARCHF4,33
MARCHF5,44
MARCHF6,105
MARCHF7,29
MARCHF8,35
MARCHF9,13
MARCKS,29
MARCKSL1,52
MARCO,1
MARF1,36
MARK1,98
MARK2,26
MARK3,20
MARK4,15
MARS2,26
MARVELD1,6
MARVELD2,7
MARVELD3,19
MAS1,1
MASP1,43
MASP2,4
MAST3,27
MAST4,78
MASTL,26
MAT1A,21
MAT2A,39
MAT2B,35
MATN1,5
MATN2,22
MATN3,31
MATN4,2
MATR3,57
MAU2,25
MAVS,34
MAX,35
MAZ,9
MB,2
MB21D2,49
MBD1,16
MBD2,76
MBD3,6
MBD3L2,1
MBD3L3,1
MBD3L4,1
MBD3L5,1
MBD4,17
MBD5,33
MBD6,42
MBIP,22
MBL2,23
MBLAC1,6
MBLAC2,55
MBNL1,133
MBNL2,113
MBNL3,223
MBOAT1,17
MBOAT2,82
MBOAT4,4
MBOAT7,13
MBP,14
MBTD1,127
MBTPS1,8
MBTPS2,35
MC2R,13
MC5R,3
MCAM,8
MCAT,2
MCC,53
MCCC1,4
MCCC2,22
MCCD1,8
MCEE,6
MCEMP1,1
MCF2,6
MCF2L,25
MCF2L2,20
MCFD2,37
MCHR1,5
MCHR2,14
MCIDAS,11
MCL1,52
MCM10,13
MCM2,2
MCM3,5
MCM3AP,1
MCM4,10
MCM5,1
MCM6,11
MCM7,1
MCM8,12
MCM9,28
MCMBP,15
MCMDC2,23
MCOLN1,6
MCOLN2,13
MCOLN3,17
MCPH1,15
MCRIP1,3
MCRS1,1
MCTP1,44
MCTP2,40
MCTS1,40
MCU,34
MCUB,1
MCUR1,28
MDC1,12
MDFI,4
MDFIC,60
MDGA1,44
MDGA2,75
MDH1,11
MDH1B,15
MDH2,8
MDK,11
MDM1,46
MDM2,27
MDM4,113
MDN1,22
MDP1,1
ME1,37
ME2,17
ME3,1
MEA1,17
MEAF6,29
MEAK7,16
MECOM,51
MECP2,190
MECR,5
MED1,39
MED10,7
MED11,4
MED12,12
MED12L,79
MED13,107
MED13L,93
MED14,56
MED14OS,9
MED15,5
MED17,22
MED18,6
MED19,24
MED20,15
MED21,19
MED22,6
MED23,25
MED24,4
MED26,49
MED27,9
MED28,30
MED29,15
MED30,13
MED31,3
MED4,25
MED6,45
MED7,5
MED8,17
MED9,12
MEDAG,14
MEF2A,89
MEF2B,1
MEF2C,149
MEF2D,76
MEFV,11
MEGF10,46
MEGF11,40
MEGF6,4
MEGF8,8
MEGF9,29
MEI1,2
MEI4,29
MEIG1,4
MEIKIN,5
MEIOB,10
MEIOC,46
MEIOSIN,3
MEIS1,18
MEIS2,86
MEIS3,7
MELK,8
MELTF,9
MEMO1,36
MEN1,6
MEOX1,17
MEOX2,63
MEP1A,14
MEP1B,2
MEPCE,6
MEPE,7
MERTK,14
MESD,13
MESP1,3
MESP2,3
MEST,24
MET,50
METAP1,30
METAP1D,5
METAP2,33
METRN,3
METRNL,3
METTL1,4
METTL13,15
METTL14,14
METTL15,22
METTL16,2
METTL17,2
METTL21A,33
METTL21C,2
METTL23,5
METTL25,4
METTL25B,10
METTL2A,10
METTL2B,5
METTL3,2
METTL4,28
METTL6,28
METTL7A,4
METTL7B,9
METTL8,54
METTL9,34
MEX3A,60
MEX3B,50
MEX3C,112
MEX3D,56
MFAP1,17
MFAP2,8
MFAP3,24
MFAP3L,77
MFAP4,13
MFAP5,31
MFF,19
MFGE8,3
MFHAS1,43
MFN1,25
MFN2,34
MFNG,9
MFRP,9
MFSD1,7
MFSD11,10
MFSD12,2
MFSD13A,9
MFSD14A,50
MFSD14B,45
MFSD2A,4
MFSD4A,24
MFSD4B,14
MFSD5,4
MFSD6,58
MFSD6L,3
MFSD8,41
MFSD9,13
MGA,44
MGAM,9
MGAM2,6
MGARP,31
MGAT1,5
MGAT2,30
MGAT3,25
MGAT4A,111
MGAT4B,8
MGAT5,22
MGAT5B,26
MGLL,12
MGME1,7
MGMT,8
MGP,19
MGRN1,14
MGST1,16
MGST2,10
MGST3,7
MIA2,26
MIA3,43
MIB1,88
MIB2,1
MICA,7
MICAL1,2
MICAL2,60
MICAL3,33
MICALL1,16
MICB,8
MICOS10,20
MICU1,8
MICU2,6
MICU3,44
MID1,53
MID1IP1,19
MID2,40
MIDEAS,66
MIDN,16
MIEF1,22
MIEF2,16
MIEN1,7
MIER1,100
MIER2,18
MIER3,172
MIF4GD,13
MIGA1,67
MIGA2,28
MILR1,2
MINAR1,54
MINDY1,4
MINDY2,158
MINDY3,30
MINDY4,2
MINK1,37
MINPP1,23
MIOS,6
MIOX,2
MIP,28
MIPOL1,47
MIR1915HG,1
MIR3667HG,1
MIS12,13
MIS18A,14
MIS18BP1,17
MISP,4
MITD1,16
MITF,79
MIX23,9
MIXL1,10
MKI67,8
MKKS,7
MKLN1,48
MKNK1,20
MKNK2,44
MKRN1,51
MKRN2,12
MKRN2OS,1
MKRN3,15
MKS1,4
MKX,60
MLANA,23
MLC1,6
MLEC,63
MLF1,27
MLF2,13
MLH3,18
MLIP,14
MLKL,10
MLLT1,27
MLLT10,56
MLLT11,31
MLLT3,68
MLLT6,61
MLPH,9
MLST8,3
MLX,20
MLXIP,55
MLXIPL,5
MMAA,23
MMAB,27
MMACHC,14
MMADHC,10
MMD,103
MMD2,20
MME,24
MMEL1,1
MMGT1,52
MMP1,14
MMP10,15
MMP11,9
MMP12,8
MMP13,18
MMP14,12
MMP15,17
MMP16,73
MMP19,13
MMP2,17
MMP20,14
MMP21,3
MMP24,53
MMP25,7
MMP26,1
MMP28,14
MMP3,2
MMP7,4
MMP8,12
MMRN1,28
MMRN2,9
MMS19,13
MMS22L,42
MMUT,38
MN1,19
MNAT1,8
MND1,11
MNDA,2
MNS1,3
MNT,58
MNX1,13
MOAP1,14
MOB1A,36
MOB1B,106
MOB2,3
MOB3A,11
MOB3B,54
MOB3C,15
MOB4,50
MOBP,19
MOCS1,23
MOCS2,27
MOCS3,10
MOG,7
MOGAT2,5
MOGAT3,5
MOGS,6
MOK,3
MON1B,13
MON2,64
MORC1,16
MORC2,14
MORC3,42
MORC4,16
MORF4L1,22
MORF4L2,43
MORN2,3
MORN3,1
MORN4,25
MORN5,7
MOSMO,84
MOSPD1,50
MOSPD2,24
MOSPD3,12
MOV10,13
MOXD1,20
MPC1,23
MPC1L,1
MPC2,16
MPDU1,8
MPDZ,33
MPEG1,15
MPHOSPH6,7
MPHOSPH8,11
MPHOSPH9,44
MPI,15
MPIG6B,30
MPL,15
MPLKIP,11
MPO,4
MPP1,14
MPP2,23
MPP3,10
MPP4,6
MPP7,32
MPPE1,6
MPPED1,6
MPPED2,30
MPRIP,50
MPST,3
MPV17,7
MPV17L,20
MPV17L2,3
MPZ,33
MPZL1,23
MPZL2,38
MPZL3,20
MR1,20
MRAP,6
MRAP2,19
MRAS,39
MRC1,16
MRC2,5
MRE11,23
MREG,14
MRFAP1,22
MRFAP1L1,2
MRGBP,6
MRGPRF,4
MRGPRX2,6
MRGPRX3,5
MRI1,8
MRM2,3
MRM3,2
MRNIP,2
MRO,18
MROH1,2
MROH2A,8
MROH5,2
MROH6,2
MROH8,2
MROH9,13
MRPL1,2
MRPL10,3
MRPL11,8
MRPL12,1
MRPL13,4
MRPL14,2
MRPL15,7
MRPL16,3
MRPL17,14
MRPL19,38
MRPL2,3
MRPL20,4
MRPL22,6
MRPL3,8
MRPL30,18
MRPL32,4
MRPL33,8
MRPL34,9
MRPL35,17
MRPL36,2
MRPL37,1
MRPL4,3
MRPL40,1
MRPL42,11
MRPL43,16
MRPL44,15
MRPL45,3
MRPL47,8
MRPL48,3
MRPL49,8
MRPL50,8
MRPL51,2
MRPL52,4
MRPL53,2
MRPL57,10
MRPL58,2
MRPL9,4
MRPS10,9
MRPS11,9
MRPS12,3
MRPS14,12
MRPS16,10
MRPS17,5
MRPS18A,2
MRPS18B,5
MRPS18C,11
MRPS2,8
MRPS21,7
MRPS23,12
MRPS24,2
MRPS25,9
MRPS26,1
MRPS27,5
MRPS28,4
MRPS30,11
MRPS33,9
MRPS35,11
MRPS36,17
MRPS5,9
MRPS6,7
MRPS7,7
MRPS9,2
MRRF,12
MRS2,37
MRTFA,16
MRTFB,62
MRTO4,6
MS4A1,29
MS4A10,13
MS4A12,9
MS4A13,7
MS4A14,7
MS4A15,9
MS4A18,8
MS4A2,22
MS4A3,13
MS4A4A,11
MS4A6A,13
MS4A6E,5
MS4A7,18
MS4A8,3
MSANTD1,4
MSANTD2,28
MSANTD3,16
MSANTD3-TMEFF1,23
MSANTD4,23
MSC,5
MSH2,4
MSH3,6
MSH4,8
MSH5,7
MSI1,31
MSI2,139
MSL1,39
MSL2,72
MSL3,25
MSMO1,26
MSMP,1
MSN,36
MSR1,58
MSRA,3
MSRB1,1
MSRB2,13
MSRB3,50
MSS51,12
MST1L,11
MST1R,2
MSTN,32
MSTO1,8
MSX1,20
MSX2,16
MT1A,2
MT1B,3
MT1E,3
MT1F,2
MT1G,1
MT1M,5
MT1X,3
MT2A,5
MT3,1
MTA1,21
MTA2,10
MTA3,20
MTAP,16
MTARC1,19
MTARC2,9
MTBP,5
MTCH1,4
MTCH2,23
MTCL1,47
MTCP1,16
MTDH,80
MTERF1,7
MTERF2,5
MTERF3,14
MTERF4,5
MTF1,136
MTF2,60
MTFMT,27
MTFP1,2
MTFR1,38
MTFR1L,23
MTFR2,6
MTG1,1
MTG2,3
MTHFD1,4
MTHFD1L,5
MTHFD2,25
MTHFD2L,26
MTHFR,17
MTHFS,12
MTHFSD,10
MTM1,43
MTMR1,18
MTMR10,62
MTMR11,11
MTMR12,31
MTMR14,10
MTMR2,29
MTMR3,41
MTMR4,79
MTMR6,50
MTMR7,28
MTMR8,6
MTMR9,39
MTNR1B,1
MTO1,11
MTOR,31
MTPAP,14
MTPN,33
MTR,29
MTRES1,3
MTREX,19
MTRF1,9
MTRF1L,32
